video_id,duration,time_stamp,sentences
5WTOiYp-uPM,338.129458,"[6.339, 12.303]","As the playful scene at the donation bin fades, the video transitions to a stylized nighttime setting where a blonde woman, her makeup accentuated in the moody lighting, gazes directly at the camera. Before her, a man's back is visible as they stand in a close embrace, swaying to the rhythm of an electronic song playing in the background."
5WTOiYp-uPM,338.129458,"[14.139, 27.235]","Two men chat in a parking lot, their casual conversation drowned out by the voice of a woman excitedly realizing she's on a podcast called ""Courtney Chats""."
5WTOiYp-uPM,338.129458,"[27.235, 44.586]","The camera follows a group of young men browsing the aisles of a bustling supermarket, a playful pop song about Walmart's impact on local businesses playing on the soundtrack. One of the men, wearing a light blue t-shirt and cap, turns to smile at the camera as he walks down an aisle stocked with cookware."
5WTOiYp-uPM,338.129458,"[48.465, 54.471]","Inside a brightly lit store, a man wearing a white tank top examines a colorful striped item, while a woman's voice excitedly describes a pillow she found, her words suggesting they are shopping together."
5WTOiYp-uPM,338.129458,"[55.722, 64.022]","A man wearing a tank top and a camouflage hat stands in the Walmart aisle, examining a package of underwear while a woman's voice, presumably his shopping companion, continues to describe her finds from elsewhere in the store."
5WTOiYp-uPM,338.129458,"[65.315, 68.985]","A woman holds up a colorful, mermaid-themed shirt in a brightly lit Walmart, her voice excitedly commenting on the surprisingly low price of the item."
5WTOiYp-uPM,338.129458,"[68.985, 72.88743764172335]","A man in a light blue t-shirt and baseball cap, standing amongst racks of clothes in Walmart, smiles at his shopping companion as she jokes about the surprisingly low prices, reminding him that ""somebody paid"" for it."
5WTOiYp-uPM,338.129458,"[73.073, 80.205]","Inside a store filled with FSU Seminoles merchandise, a man wearing a camouflage bucket hat is being playfully chastised by a woman for his choice, prompting him to declare with a laugh that he's definitely buying it."
5WTOiYp-uPM,338.129458,"[80.205, 82.63981859410431]","A man wearing a camouflage baseball cap emblazoned with the letter ""K"" browses through a selection of hats, ultimately deciding on one with a chuckle, declaring, ""I'm getting it,"" after some playful banter with his off-screen companion."
5WTOiYp-uPM,338.129458,"[82.707, 100.141]","A man wearing a light blue t-shirt and cap walks down a brightly lit store aisle, seemingly looking for something as a woman's voice excitedly chatters about the variety of sheets and other items they encounter while shopping."
5WTOiYp-uPM,338.129458,"[100.141, 135.385]","A man wearing a light blue shirt and cap walks down a brightly lit store aisle filled with storage bins, then the scene shifts to a life-size Santa Claus figure before showing a woman pushing a shopping cart with a large inflatable toy inside, while a woman's voice excitedly chatters about various items they encounter while shopping. Finally, the man, now wearing a hat and glasses, examines a box of hair styling cream, while another man smokes a cigarette nearby."
5WTOiYp-uPM,338.129458,"[135.385, 154.737]","A young man in a light blue t-shirt and cap, standing in the aisle of a well-lit store, reaches for a product on the shelf, seemingly unfazed by the nearby conversation about Australian Outback Steakhouse."
5WTOiYp-uPM,338.129458,"[154.737, 158.616]","The man in the light blue t-shirt from before is now talking to the camera about a product on the shelf, a cream cheese brand, while standing in the grocery aisle."
5WTOiYp-uPM,338.129458,"[158.616, 175.508]","A man in a white t-shirt talks about cream cheese to the camera in the grocery aisle, then another man in a blue t-shirt joins him, listening and laughing as the first man continues his humorous commentary."
5WTOiYp-uPM,338.129458,"[175.508, 179.012]","A woman in a yellow blazer sits at a desk covered in papers, emphatically sorting through them while she expresses her strong disapproval, repeatedly saying ""No"" and asking for an explanation."
5WTOiYp-uPM,338.129458,"[184.142, 186.269]","A man in a hat is pushing a shopping cart and looking at sunscreen, while a woman in a yellow shirt, standing across from him, jokingly complains that her shopping cart has been ""murdered."""
5WTOiYp-uPM,338.129458,"[186.269, 209.459]","Three men, two laughing and pushing a shopping cart, are playfully shopping in a brightly lit store aisle stocked with various products, one wearing a panda costume. As they pass by shelves filled with toiletries and snacks, a woman's voice jokingly complains about her ""murdered"" shopping cart, followed by a man's laughter. Further down the aisle, another man walks by, holding a large stuffed animal, while a pop song plays on the store's sound system. The scene then shifts to a vibrant stage performance with dancers in sparkling costumes moving gracefully under the spotlight."
5WTOiYp-uPM,338.129458,"[211.669, 228.853]","Three people in animal masks, a rabbit, a sloth, and a zebra, playfully walk down a brightly lit store aisle as a catchy pop song plays on the store's sound system."
5WTOiYp-uPM,338.129458,"[229.52, 239.656]","Walking past shelves stacked with colorful merchandise, a man in a gray tank top tries on a green cowboy hat, then playfully dances with a dog hat on his head, encouraged by a woman's voice suggesting he try it."
5WTOiYp-uPM,338.129458,"[241.241, 244.32036281179137]","A man in a pink cowboy hat, standing in a brightly lit store aisle, shows off a colorful sombrero to the camera while a woman playfully cautions that it should only be worn by chihuahuas as a matter of cultural respect."
5WTOiYp-uPM,338.129458,"[244.786, 251.6346485260771]","The man from before, now in the pet aisle, enthusiastically holds up a colorful dog costume to the camera, his smile widening as he pulls out a matching wig and jokes about the impact on ""Wigs by Vanity."""
5WTOiYp-uPM,338.129458,"[251.751, 265.139]","While a man in a camouflage hat checks his phone in a store aisle, a playful scene unfolds nearby as a man in a blue cap reacts with amusement to someone wearing a large sloth costume."
5WTOiYp-uPM,338.129458,"[265.139, 287.37]","Two men stand outside a store at night, one adjusting a large stuffed tiger head as the other gestures while explaining something, their conversation drowned out by a nearby woman's voice complaining about her underwear. Later, one of the men walks down a streetlit sidewalk, carrying the large stuffed animal and smiling."
5WTOiYp-uPM,338.129458,"[287.37, 290.039]","As one man playfully dances with a large stuffed animal, his friend watches and chats with him on a lively, music-filled street corner at night."
5WTOiYp-uPM,338.129458,"[290.039, 293.209]","A man in a sloth costume head smiles at the camera beside his friend who is wearing a dark hat and a sleeveless top, as a woman expresses her gratitude to the viewers and mentions new sheets and ""Flylights""."
5WTOiYp-uPM,338.129458,"[293.209, 296.19374149659865]","A man in a bear costume steps onto a dimly lit bus, his light blue shirt visible beneath the costume as he prepares to join the late-night revelry."
5WTOiYp-uPM,338.129458,"[296.254, 301.509]","Inside a well-lit room, a man wearing a light blue t-shirt and matching cap carefully folds a purple blanket, while off-camera, a voice asks about a bow color and playfully discusses a ""dread count""."
5WTOiYp-uPM,338.129458,"[301.509, 305.1102040816327]","In a cozy, wood-paneled room, a man wearing a light blue t-shirt and cap leans over a purple blanket spread out on a bed, smoothing and arranging it as a woman's voice playfully asks viewers to comment on the ""dread count"" of the task."
5WTOiYp-uPM,338.129458,"[306.097, 338.129]","Inside a dimly lit camper, a man in a bucket hat bends down to pick up a water bottle as his friend watches, then he smiles at someone off-camera. Later, another man smooths a purple blanket on a bed, meticulously preparing it. Finally, a list of dates and cities appears, outlining a tour schedule across the United States and Canada."
q_0mTO2F5f4,498.333333,"[0.0, 2.566]","Three small figures lay scattered on the tile floor of a grand, arched hallway, bathed in the soft light filtering through the large windows."
